vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
10/29/21,0.000869,0,0,0,0,0,696.13,0,482.17,396.2,310.26
10/30/21,0.000869,0,0,0,0,0,696.13,0,482.17,396.2,310.26
10/31/21,0.001694,0,0,0,0,0,1356.25,0,939.39,771.9,604.47
11/1/21,0,0,0,0,0,0,0,0,0,0,0
11/2/21,0.000903,0,0,0,0,0,722.82,0,500.65,411.39,322.15
11/3/21,0.000318,0,0,0,0,0,254.3,0,176.14,144.73,113.34
11/4/21,0.000366,0,0,0,0,0,292.9,0,202.87,166.7,130.54
11/5/21,0.000373,0,0,0,0,0,298.44,0,206.71,169.85,133.01
11/6/21,0.000281,0,0,0,0,0,224.81,0,155.71,127.95,100.2
11/7/21,0.000281,0,0,0,0,0,224.81,0,155.71,127.95,100.2
11/8/21,0.000281,0,0,0,0,0,224.81,0,155.71,127.95,100.2
11/9/21,0.000258,0,0,0,0,0,206.65,0,143.14,117.62,92.1
11/10/21,0.000763,0,0,0,0,0,610.91,0,423.14,347.69,272.27
11/11/21,0.000921,0,0,0,0,0,737.04,0,510.5,419.48,328.49
11/12/21,0.000905,0,0,0,0,0,724.3,0,501.67,412.23,322.81
11/13/21,0.001073,0,0,0,0,0,859.29,0,595.18,489.06,382.98
11/14/21,0.002904,0,0,0,0,0,2325.33,0,1610.61,1323.45,1036.37
11/15/21,0,0,0,0,0,0,0,0,0,0,0
11/16/21,0.002904,0,0,0,0,0,2325.33,0,1610.61,1323.45,1036.37
11/17/21,0.001215,0,0,0,0,0,972.87,0,673.84,553.7,433.6
11/18/21,0.004171,0,0,0,0,0,3340.21,0,2313.55,1901.06,1488.69
11/19/21,0.00141,0,0,0,0,0,1128.73,0,781.8,642.41,503.06
11/20/21,0.000573,0,0,0,0,0,472.58,0,327.33,248.17,194.34
11/21/21,0.001638,0,0,0,0,0,1473.15,0,1020.36,593.36,464.65
11/22/21,0.003405,0,0,0,0,0,3059.69,0,2119.25,1235.5,967.51
11/23/21,0,0,0,0,0,0,0,0,0,0,0
11/24/21,0.002422,0,0,0,0,0,2176.02,0,1507.19,879.66,688.85
11/25/21,0.006893,0,0,0,0,0,6887.68,0,4777.32,1839.46,1440.47
11/26/21,0.002842,0,0,0,0,0,3077.15,0,1614.72,823.93,645.21
11/27/21,0,0,0,0,0,0,0,0,0,0,0
11/28/21,0.009408,0,0,0,0,0,9548.08,0,5454.86,3026.53,2370.04
11/29/21,0.00298,0,0,0,0,0,3380.76,0,1823.75,705.24,552.26
11/30/21,0.002514,0,0,0,0,0,2897.15,0,1512.72,583.9,457.25
12/1/21,0.002762,0,0,0,0,0,3158.43,0,1557.15,713.33,558.6
12/2/21,0.003008,0,0,0,0,3372.79,0,1255.14,544.79,756.43,592.35
12/3/21,0.002665,0,0,0,0,2971.26,0,1147.98,498.28,650.56,509.44
12/4/21,0.00306,0,0,0,0,3279.11,0,1402.35,608.69,754.23,590.63
12/5/21,0.003299,0,0,0,0,3483.61,0,1675.01,727.03,710.77,556.59
12/6/21,0.001563,0,0,0,0,0,0,3389.15,0,0,0
12/7/21,0.003242,0,0,0,0,5380.43,0,0,0,925.04,724.39
12/8/21,0.001102,0,0,0,0,0,0,2388.43,0,0,0
12/9/21,0.003121,0,0,0,0,3865.29,0,2063.11,0,470.69,368.59
12/10/21,0.002801,0,0,0,0,3012.82,0,2374.04,0,384.77,301.31
12/11/21,0.002829,0,0,0,0,3819.11,0,846.72,0,823.21,644.65
12/12/21,0.001045,0,0,0,0,1807.65,0,0,0,256.38,200.77
12/13/21,0.001433,0,0,0,0,0,0,3106.11,0,0,0
12/14/21,0.003708,0,0,0,0,5475.82,0,1359.5,0,675.28,528.8
12/15/21,0.001786,0,0,0,0,2348.5,0,961,0,315.19,246.82
12/16/21,0.002102,0,0,0,0,2380.5,0,1726.32,0,252.37,197.63
12/17/21,0.003622,0,0,0,0,5996.97,0,1256.43,0,336.9,263.82
12/18/21,0.002926,0,0,0,0,4777.79,0,1129.72,0,245.24,192.05
12/19/21,0.002255,0,0,0,0,4447.15,0,0,0,248.25,194.4
12/20/21,0.000925,0,0,0,0,0,0,2005.58,0,0,0
12/21/21,0.004706,0,0,0,0,7221.22,0,1157.93,0,1023.35,801.37
12/22/21,0.003233,0,0,0,0,4866.79,0,1205.72,0,525.09,411.19
12/23/21,0.00315,0,0,0,0,4730.15,0,1617.32,0,269.84,211.31
12/24/21,0.004434,0,0,0,0,7439.47,0,1468.15,0,396.34,310.37
12/25/21,0.003917,0,0,0,0,5657.43,0,2137.75,0,391.42,306.51
12/26/21,0.004952,0,0,0,0,8275.26,0,1276.32,0,664.86,520.64
12/27/21,0.003595,0,0,0,0,6505.47,0,701.43,0,330.17,258.55
12/28/21,0.001833,0,0,0,0,3004.29,0,728.22,0,135.32,105.97
12/29/21,0.002278,0,0,0,0,3180.65,0,1402.32,0,199.74,156.41
12/30/21,0.002798,0,0,0,0,5442.47,0,0,0,350.08,274.14
12/31/21,0,0,0,0,0,0,0,0,0,0,0
1/1/22,0.031623,0,0,0,0,40955.8,0,18084.94,0,5343.13,4184.14
1/2/22,0,0,0,0,0,0,0,0,0,0,0
1/3/22,0.005533,0,0,0,0,8906.47,0,2308.32,0,438.69,343.53
1/4/22,0.00197,0,0,0,0,3459.79,0,622.93,0,105.04,82.25
1/5/22,0.001136,0,0,0,0,1722.47,0,488.32,0,141.45,110.77
1/6/22,0.002397,0,0,0,0,3867.65,0,822.22,0,284.42,222.73
1/7/22,0.002624,0,0,0,0,4268.15,0,1013.22,0,228.9,179.25
1/8/22,0.002381,0,0,0,0,3883.58,0,912.36,0,205.02,160.55
1/9/22,0,0,0,0,0,0,0,0,0,0,0
1/10/22,0.004667,0,0,0,0,7288.72,0,2029.08,0,449.34,351.87
1/11/22,0.001092,0,0,0,0,1822.79,0,417.43,0,70.83,55.46
1/12/22,0.001248,0,0,0,0,2035.29,0,476.43,0,108.96,85.33
1/13/22,0.001459,0,0,0,0,2312.29,0,615.43,0,131.68,103.11
1/14/22,0,0,0,0,0,0,0,0,0,0,0
1/15/22,0,0,0,0,0,0,0,0,0,0,0
1/16/22,0.00391,0,0,0,0,5194.53,885.95,1152.91,500.42,418.21,327.5
1/17/22,0.000745,0,0,0,0,286.88,885.95,234.73,101.88,59.49,46.59
1/18/22,0.000749,0,0,0,0,352.06,885.95,210.94,91.56,47.11,36.89
1/19/22,0.000473,0,0,0,0,769.82,0,128.04,55.58,39.58,31
1/20/22,0.0013,0,0,0,0,1967.79,0,395.34,171.6,158.88,124.41
1/21/22,0.001175,0,0,0,0,1899.26,0,334.89,145.36,93.66,73.34
1/22/22,0.001459,0,0,0,0,2248.97,0,429.08,186.24,168.09,131.63
1/23/22,0,0,0,0,0,0,0,0,0,0,0
1/24/22,0,0,0,0,0,0,0,0,0,0,0
1/25/22,0.002417,0,0,0,0,3871.32,0,699.15,303.46,205.3,160.77
1/26/22,0.000796,0,0,0,0,1312.65,0,197.15,85.57,73.55,57.6
1/27/22,0.001031,0,0,0,0,1510.72,0,278.98,121.09,181.27,141.95
1/28/22,0.001177,0,0,0,91.66,1845.48,0,296.82,128.84,106.11,83.1
1/29/22,0.00103,0,0,0,52.5,1619.5,0,278.58,120.92,90.01,70.49
1/30/22,0.001287,0,0,0,728.55,1475.79,0,288.41,125.19,97.06,76.01
1/31/22,0,0,0,0,0,0,0,0,0,0,0
2/1/22,0.003902,0,0,0,2321.1,4736.08,0,726.75,315.45,202.25,158.38
2/2/22,0.001147,0,0,0,895.35,1182.53,0,193.29,83.9,74,57.95
2/3/22,0.001791,0,0,0,1529.85,1771.53,0,291.96,126.72,91.67,71.78
2/4/22,0.001781,0,0,0,1302.75,1872.45,0,322.85,140.13,124.68,97.64
2/5/22,0,0,0,0,0,0,0,0,0,0,0
2/6/22,0.002525,0,0,702.95,850,2974.66,0,480.56,208.59,144.56,113.2
2/7/22,0.002525,0,0,1552.95,0,2974.66,0,689.14,0,144.56,113.2
2/8/22,0,0,0,0,0,0,0,0,0,0,0
2/9/22,0.002146,0,0,1474.95,0,2475.71,0,534.91,0,93.62,73.32
2/10/22,0.001247,0,0,555.1,0,1600.58,0,380.7,0,93.73,73.4
