vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
8/11/22,0.000414,0.00,0.00,433.87,49.67,257.87,0.00,100.43,0.00,0.00,0.00
8/12/22,0.000414,0.00,0.00,433.87,49.67,257.87,0.00,100.43,0.00,0.00,0.00
8/13/22,0.000414,0.00,0.00,433.87,49.67,257.87,0.00,100.43,0.00,0.00,0.00
8/14/22,0.000414,0.00,0.00,433.87,49.67,257.87,0.00,100.43,0.00,0.00,0.00
8/15/22,0.000414,0.00,0.00,433.87,49.67,257.87,0.00,100.43,0.00,0.00,0.00
8/16/22,0.000340,0.00,0.00,389.71,44.61,207.04,0.00,57.32,0.00,0.00,0.00
8/17/22,0.000569,0.00,0.00,509.73,58.35,433.02,0.00,140.19,0.00,0.00,0.00
8/18/22,0.000569,0.00,0.00,509.73,58.35,433.02,0.00,140.19,0.00,0.00,0.00
8/19/22,0.000569,0.00,0.00,509.73,58.35,433.02,0.00,140.19,0.00,0.00,0.00
8/20/22,0.000569,0.00,0.00,509.73,58.35,433.02,0.00,140.19,0.00,0.00,0.00
8/21/22,0.000569,0.00,0.00,509.73,58.35,433.02,0.00,140.19,0.00,0.00,0.00
8/22/22,0.000569,0.00,0.00,509.73,58.35,433.02,0.00,140.19,0.00,0.00,0.00
8/23/22,0.000569,0.00,0.00,509.73,58.35,433.02,0.00,140.19,0.00,0.00,0.00
8/24/22,0.000322,0.00,0.00,204.48,23.41,326.79,0.00,93.33,0.00,0.00,0.00
8/25/22,0.000322,0.00,0.00,204.48,23.41,326.79,0.00,93.33,0.00,0.00,0.00
8/26/22,0.001032,0.00,0.00,803.22,91.95,914.57,0.00,254.92,0.00,0.00,0.00
8/27/22,0.001032,0.00,0.00,803.22,91.95,914.57,0.00,254.92,0.00,0.00,0.00
8/28/22,0.000303,0.00,0.00,205.60,23.54,295.66,0.00,84.83,0.00,0.00,0.00
8/29/22,0.000303,0.00,0.00,205.60,23.54,295.66,0.00,84.83,0.00,0.00,0.00
8/30/22,0.000303,0.00,0.00,205.60,23.54,295.66,0.00,84.83,0.00,0.00,0.00
8/31/22,0.000462,0.00,0.00,415.26,47.54,378.30,0.00,88.40,0.00,0.00,0.00
8/31/22,0.000462,0.00,0.00,415.26,47.54,378.30,0.00,88.40,0.00,0.00,0.00
9/16/00,0.000764,0.00,0.00,528.22,60.47,725.58,0.00,211.20,0.00,0.00,0.00
9/16/00,0.000764,0.00,0.00,528.22,60.47,725.58,0.00,211.20,0.00,0.00,0.00
9/16/00,0.000764,0.00,0.00,528.22,60.47,725.58,0.00,211.20,0.00,0.00,0.00
9/16/00,0.000764,0.00,0.00,528.22,60.47,725.58,0.00,211.20,0.00,0.00,0.00
9/16/00,0.000294,0.00,0.00,212.78,24.36,267.46,0.00,84.38,0.00,0.00,0.00
9/16/00,0.000376,0.00,0.00,248.09,28.40,361.44,0.00,100.98,0.00,0.00,0.00
9/16/00,0.000865,0.00,0.00,537.37,61.52,947.09,0.00,208.88,0.00,0.00,0.00
9/16/00,0.001069,0.00,0.00,778.45,89.12,1014.07,0.00,284.51,0.00,0.00,0.00
9/16/00,0.000319,0.00,0.00,201.27,23.04,312.33,0.00,101.13,0.00,0.00,0.00
9/16/00,0.000319,0.00,0.00,201.27,23.04,312.33,0.00,101.13,0.00,0.00,0.00
9/16/00,0.000319,0.00,0.00,201.27,23.04,312.33,0.00,101.13,0.00,0.00,0.00
9/16/00,0.000319,0.00,0.00,201.27,23.04,312.33,0.00,101.13,0.00,0.00,0.00
9/16/00,0.000337,0.00,0.00,203.55,23.30,328.25,0.00,118.30,0.00,0.00,0.00
9/16/00,0.000268,0.00,0.00,177.50,20.32,261.34,0.00,80.01,0.00,0.00,0.00
9/16/00,0.000268,0.00,0.00,177.50,20.32,261.34,0.00,80.01,0.00,0.00,0.00
9/16/00,0.000268,0.00,0.00,177.50,20.32,261.34,0.00,80.01,0.00,0.00,0.00
