vaccine_time,vaccine_amount,A1-R1,A1-R2,A2-R1,A2-R2,A3-R1,A3-R2,A4-R1,A4-R2,A5-R1,A5-R2
9/27/21,0.003402,0.00,0.00,0.00,0.00,2954.38,503.88,804.08,349.01,1550.55,1214.21
9/28/21,0.000204,0.00,0.00,0.00,0.00,177.48,30.27,48.30,20.97,93.15,72.94
9/29/21,0.000010,0.00,0.00,0.00,0.00,8.83,1.51,2.40,1.04,4.64,3.63
9/30/21,0.000204,0.00,0.00,0.00,0.00,177.00,30.19,48.17,20.91,92.89,72.74
10/1/21,0.000457,0.00,0.00,0.00,0.00,397.13,67.73,108.08,46.91,208.43,163.22
10/2/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/3/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/4/21,0.000567,0.00,0.00,0.00,0.00,492.54,84.00,134.05,58.18,258.50,202.43
10/5/21,0.000615,0.00,0.00,0.00,0.00,533.93,91.06,145.32,63.07,280.22,219.44
10/6/21,0.000091,0.00,0.00,0.00,0.00,79.13,13.50,21.54,9.35,41.53,32.52
10/8/21,0.000303,0.00,0.00,0.00,0.00,262.97,44.85,71.57,31.07,138.02,108.08
10/9/21,0.000270,0.00,0.00,0.00,0.00,234.07,39.92,63.71,27.65,122.85,96.20
10/10/21,0.000445,0.00,0.00,0.00,0.00,386.28,65.88,105.13,45.63,202.73,158.76
10/11/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/12/21,0.000445,0.00,0.00,0.00,0.00,386.28,65.88,105.13,45.63,202.73,158.76
10/13/21,0.000034,0.00,0.00,0.00,0.00,29.50,5.03,8.03,3.48,15.48,12.12
10/14/21,0.000277,0.00,0.00,0.00,0.00,240.68,41.05,65.51,28.43,126.32,98.92
10/15/21,0.000230,0.00,0.00,0.00,0.00,81.69,123.15,22.23,85.30,105.03,82.25
10/16/21,0.000309,0.00,0.00,0.00,0.00,0.00,247.08,0.00,171.13,140.62,110.12
10/17/21,0.000309,0.00,0.00,0.00,0.00,0.00,247.08,0.00,171.13,140.62,110.12
10/18/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
10/19/21,0.000309,0.00,0.00,0.00,0.00,0.00,247.08,0.00,171.13,140.62,110.12
10/20/21,0.000154,0.00,0.00,0.00,0.00,0.00,123.27,0.00,85.38,70.16,54.94
10/21/21,0.000154,0.00,0.00,0.00,0.00,0.00,123.27,0.00,85.38,70.16,54.94
10/22/21,0.000215,0.00,0.00,0.00,0.00,0.00,172.14,0.00,119.23,97.97,76.72
10/23/21,0.000373,0.00,0.00,0.00,0.00,0.00,298.95,0.00,207.06,170.15,133.24
10/24/21,0.000611,0.00,0.00,0.00,0.00,0.00,489.09,0.00,338.76,278.36,217.98
10/25/21,0.056588,0.00,0.00,0.00,0.00,36504.03,17883.18,9935.08,12386.52,25793.07,20198.24
10/26/21,0.004071,0.00,0.00,0.00,0.00,0.00,3260.61,0.00,2258.42,1855.75,1453.22
10/27/21,0.000689,0.00,0.00,0.00,0.00,0.00,551.81,0.00,382.20,314.06,245.93
10/28/21,0.001635,0.00,0.00,0.00,0.00,0.00,1309.71,0.00,907.15,745.41,583.72
10/29/21,0.001738,0.00,0.00,0.00,0.00,0.00,1392.26,0.00,964.33,792.39,620.51
10/30/21,0.001738,0.00,0.00,0.00,0.00,0.00,1392.26,0.00,964.33,792.39,620.51
10/31/21,0.003387,0.00,0.00,0.00,0.00,0.00,2712.50,0.00,1878.77,1543.80,1208.93
11/1/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/2/21,0.001805,0.00,0.00,0.00,0.00,0.00,1445.63,0.00,1001.30,822.77,644.30
11/3/21,0.000635,0.00,0.00,0.00,0.00,0.00,508.59,0.00,352.27,289.46,226.67
11/4/21,0.000731,0.00,0.00,0.00,0.00,0.00,585.79,0.00,405.74,333.40,261.08
11/5/21,0.000745,0.00,0.00,0.00,0.00,0.00,596.87,0.00,413.41,339.70,266.02
11/6/21,0.000561,0.00,0.00,0.00,0.00,0.00,449.62,0.00,311.42,255.90,200.39
11/7/21,0.000561,0.00,0.00,0.00,0.00,0.00,449.62,0.00,311.42,255.90,200.39
11/8/21,0.000561,0.00,0.00,0.00,0.00,0.00,449.62,0.00,311.42,255.90,200.39
11/9/21,0.000516,0.00,0.00,0.00,0.00,0.00,413.30,0.00,286.27,235.23,184.20
11/10/21,0.001526,0.00,0.00,0.00,0.00,0.00,1221.81,0.00,846.27,695.38,544.54
11/11/21,0.001841,0.00,0.00,0.00,0.00,0.00,1474.07,0.00,1021.00,838.96,656.98
11/12/21,0.001809,0.00,0.00,0.00,0.00,0.00,1448.59,0.00,1003.34,824.45,645.62
11/13/21,0.002146,0.00,0.00,0.00,0.00,0.00,1718.58,0.00,1190.35,978.12,765.95
11/14/21,0.005807,0.00,0.00,0.00,0.00,0.00,4650.66,0.00,3221.21,2646.89,2072.74
11/15/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/16/21,0.005807,0.00,0.00,0.00,0.00,0.00,4650.66,0.00,3221.21,2646.89,2072.74
11/17/21,0.002430,0.00,0.00,0.00,0.00,0.00,1945.73,0.00,1347.68,1107.40,867.19
11/18/21,0.008341,0.00,0.00,0.00,0.00,0.00,6680.41,0.00,4627.10,3802.11,2977.38
11/19/21,0.002819,0.00,0.00,0.00,0.00,0.00,2257.46,0.00,1563.60,1284.82,1006.12
11/20/21,0.001146,0.00,0.00,0.00,0.00,0.00,945.16,0.00,654.65,496.33,388.67
11/21/21,0.003276,0.00,0.00,0.00,0.00,0.00,2946.30,0.00,2040.71,1186.71,929.29
11/22/21,0.006809,0.00,0.00,0.00,0.00,0.00,6119.37,0.00,4238.50,2470.99,1935.01
11/23/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/24/21,0.004844,0.00,0.00,0.00,0.00,0.00,4352.04,0.00,3014.38,1759.31,1377.69
11/25/21,0.013785,0.00,0.00,0.00,0.00,0.00,13775.35,0.00,9554.63,3678.91,2880.94
11/26/21,0.005683,0.00,0.00,0.00,0.00,0.00,6154.29,0.00,3229.43,1647.86,1290.42
11/27/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11/28/21,0.018816,0.00,0.00,0.00,0.00,0.00,19096.15,0.00,10909.72,6053.06,4740.07
11/29/21,0.005960,0.00,0.00,0.00,0.00,0.00,6761.51,0.00,3647.50,1410.47,1104.52
11/30/21,0.005028,0.00,0.00,0.00,0.00,0.00,5794.29,0.00,3025.43,1167.80,914.49
12/1/21,0.005523,0.00,0.00,0.00,0.00,0.00,6316.86,0.00,3114.29,1426.66,1117.20
12/2/21,0.006015,0.00,0.00,0.00,0.00,6745.57,0.00,2510.28,1089.58,1512.86,1184.70
12/3/21,0.005329,0.00,0.00,0.00,0.00,5942.51,0.00,2295.95,996.55,1301.11,1018.88
12/4/21,0.006120,0.00,0.00,0.00,0.00,6558.22,0.00,2804.70,1217.37,1508.46,1181.25
12/5/21,0.006598,0.00,0.00,0.00,0.00,6967.22,0.00,3350.01,1454.06,1421.53,1113.18
12/6/21,0.003126,0.00,0.00,0.00,0.00,0.00,0.00,6778.29,0.00,0.00,0.00
12/7/21,0.006484,0.00,0.00,0.00,0.00,10760.86,0.00,0.00,0.00,1850.08,1448.77
12/8/21,0.002203,0.00,0.00,0.00,0.00,0.00,0.00,4776.86,0.00,0.00,0.00
12/9/21,0.006242,0.00,0.00,0.00,0.00,7730.57,0.00,4126.21,0.00,941.38,737.18
12/10/21,0.005602,0.00,0.00,0.00,0.00,6025.64,0.00,4748.07,0.00,769.53,602.61
12/11/21,0.005658,0.00,0.00,0.00,0.00,7638.22,0.00,1693.43,0.00,1646.42,1289.29
12/12/21,0.002089,0.00,0.00,0.00,0.00,3615.29,0.00,0.00,0.00,512.75,401.53
12/13/21,0.002865,0.00,0.00,0.00,0.00,0.00,0.00,6212.21,0.00,0.00,0.00
12/14/21,0.007415,0.00,0.00,0.00,0.00,10951.64,0.00,2719.00,0.00,1350.55,1057.60
12/15/21,0.003571,0.00,0.00,0.00,0.00,4697.00,0.00,1922.00,0.00,630.37,493.63
12/16/21,0.004203,0.00,0.00,0.00,0.00,4761.00,0.00,3452.64,0.00,504.74,395.26
12/17/21,0.007244,0.00,0.00,0.00,0.00,11993.93,0.00,2512.86,0.00,673.79,527.64
12/18/21,0.005852,0.00,0.00,0.00,0.00,9555.57,0.00,2259.43,0.00,490.48,384.09
12/19/21,0.004510,0.00,0.00,0.00,0.00,8894.29,0.00,0.00,0.00,496.49,388.79
12/20/21,0.001850,0.00,0.00,0.00,0.00,0.00,0.00,4011.15,0.00,0.00,0.00
12/21/21,0.009412,0.00,0.00,0.00,0.00,14442.44,0.00,2315.86,0.00,2046.69,1602.73
12/22/21,0.006465,0.00,0.00,0.00,0.00,9733.57,0.00,2411.43,0.00,1050.18,822.38
12/23/21,0.006299,0.00,0.00,0.00,0.00,9460.29,0.00,3234.64,0.00,539.67,422.61
12/24/21,0.008868,0.00,0.00,0.00,0.00,14878.93,0.00,2936.29,0.00,792.68,620.74
12/25/21,0.007834,0.00,0.00,0.00,0.00,11314.86,0.00,4275.50,0.00,782.83,613.02
12/26/21,0.009904,0.00,0.00,0.00,0.00,16550.51,0.00,2552.64,0.00,1329.71,1041.28
12/27/21,0.007190,0.00,0.00,0.00,0.00,13010.93,0.00,1402.86,0.00,660.33,517.10
12/28/21,0.003665,0.00,0.00,0.00,0.00,6008.57,0.00,1456.43,0.00,270.64,211.93
12/29/21,0.004556,0.00,0.00,0.00,0.00,6361.29,0.00,2804.64,0.00,399.47,312.82
12/30/21,0.005596,0.00,0.00,0.00,0.00,10884.93,0.00,0.00,0.00,700.15,548.28
12/31/21,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/1/22,0.063245,0.00,0.00,0.00,0.00,81911.59,0.00,36169.87,0.00,10686.26,8368.28
1/2/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/3/22,0.011066,0.00,0.00,0.00,0.00,17812.93,0.00,4616.64,0.00,877.37,687.06
1/4/22,0.003939,0.00,0.00,0.00,0.00,6919.57,0.00,1245.86,0.00,210.07,164.50
1/5/22,0.002272,0.00,0.00,0.00,0.00,3444.93,0.00,976.64,0.00,282.89,221.53
1/6/22,0.004794,0.00,0.00,0.00,0.00,7735.29,0.00,1644.43,0.00,568.84,445.45
1/7/22,0.005248,0.00,0.00,0.00,0.00,8536.29,0.00,2026.43,0.00,457.79,358.49
1/8/22,0.004761,0.00,0.00,0.00,0.00,7767.15,0.00,1824.72,0.00,410.04,321.10
1/9/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/10/22,0.009334,0.00,0.00,0.00,0.00,14577.44,0.00,4058.15,0.00,898.68,703.74
1/11/22,0.002183,0.00,0.00,0.00,0.00,3645.57,0.00,834.86,0.00,141.65,110.92
1/12/22,0.002496,0.00,0.00,0.00,0.00,4070.57,0.00,952.86,0.00,217.92,170.65
1/13/22,0.002917,0.00,0.00,0.00,0.00,4624.57,0.00,1230.86,0.00,263.35,206.22
1/14/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/15/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/16/22,0.007820,0.00,0.00,0.00,0.00,10389.05,1771.89,2305.82,1000.83,836.42,654.99
1/17/22,0.001490,0.00,0.00,0.00,0.00,573.75,1771.89,469.45,203.76,118.97,93.17
1/18/22,0.001498,0.00,0.00,0.00,0.00,704.11,1771.89,421.88,183.12,94.22,73.78
1/19/22,0.000945,0.00,0.00,0.00,0.00,1539.64,0.00,256.07,111.15,79.16,61.99
1/20/22,0.002599,0.00,0.00,0.00,0.00,3935.57,0.00,790.67,343.19,317.75,248.82
1/21/22,0.002349,0.00,0.00,0.00,0.00,3798.51,0.00,669.78,290.72,187.31,146.68
1/22/22,0.002918,0.00,0.00,0.00,0.00,4497.93,0.00,858.16,372.48,336.17,263.25
1/23/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/24/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1/25/22,0.004833,0.00,0.00,0.00,0.00,7742.64,0.00,1398.29,606.92,410.60,321.54
1/26/22,0.001592,0.00,0.00,0.00,0.00,2625.29,0.00,394.29,171.14,147.10,115.19
1/27/22,0.002061,0.00,0.00,0.00,0.00,3021.44,0.00,557.96,242.18,362.53,283.89
1/28/22,0.002354,0.00,0.00,0.00,183.31,3690.96,0.00,593.64,257.67,212.22,166.19
1/29/22,0.002059,0.00,0.00,0.00,105.00,3239.00,0.00,557.16,241.84,180.02,140.98
1/30/22,0.002574,0.00,0.00,0.00,1457.10,2951.58,0.00,576.82,250.37,194.12,152.01
1/31/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/1/22,0.007803,0.00,0.00,0.00,4642.20,9472.16,0.00,1453.50,630.89,404.50,316.76
2/2/22,0.002294,0.00,0.00,0.00,1790.69,2365.06,0.00,386.57,167.79,148.00,115.90
2/3/22,0.003582,0.00,0.00,0.00,3059.69,3543.06,0.00,583.91,253.44,183.33,143.56
2/4/22,0.003561,0.00,0.00,0.00,2605.49,3744.90,0.00,645.70,280.26,249.36,195.27
2/5/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/6/22,0.005050,0.00,0.00,1405.89,1700.00,5949.32,0.00,961.11,417.17,289.11,226.40
2/7/22,0.005050,0.00,0.00,3105.89,0.00,5949.32,0.00,1378.27,0.00,289.11,226.40
2/8/22,0.000000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2/9/22,0.004291,0.00,0.00,2949.90,0.00,4951.42,0.00,1069.81,0.00,187.24,146.63
2/10/22,0.002494,0.00,0.00,1110.20,0.00,3201.16,0.00,761.39,0.00,187.46,146.80
